night,dow,checkout,hotel,room,price_jpy,price_thb,under_cap_2800thb,review_score,review_count,free_cancellation,no_prepayment,breakfast_included,area,room_kind,source,url
2026-11-06,Fri,2026-11-07,池袋 4 丁目に位置するHanano Sato Lumiere 新宿 銀座 上野 秋葉原など東京主要観光地へのアクセスが非常に良好です 徒歩圏内に 24 時間コンビニ 銭湯がございます,New to Booking.com,7004,1465,yes,8.5,2,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/hanano-sato-lumiere.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,雲海池袋 101貸切 要町駅徒歩7分 池袋バスまで6分 高速WiFi スマートロック 最大3名,,9000,1883,yes,10.0,0,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/yun-hai-chi-dai-101dai-qie-yao-ting-yi-tu-bu-7fen-chi-dai-basumade6fen-gao-su-wi.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Business Hotel Kankokukan - Vacation STAY 45862v,Apartment,9013,1886,yes,8.0,12,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/business-kankokukan-vacation-stay-45862v.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,アイリスコート,One-Bedroom Apartment,10163,2126,yes,9.3,17,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/airisukoto101hao-shi.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,メリス池袋East 402,One-Bedroom Apartment,10898,2280,yes,8.7,16,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/merisuchi-dai-east-402.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,House Ikebukuro,Japanese Style Economy Room,10909,2282,yes,8.4,1381,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/house-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,"BRT102 Near Ikebukuro, Easy Tokyo Access",,11008,2303,yes,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/brt102-apartment-102-for-2-people-direct-access-to-shinjuku-and-shibuya-on-the-y.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,nestay miriz tokyo ikebukuro,Late Escape Deal,11092,2320,yes,8.4,179,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/nestay-miriz-tokyo-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Reimi Mondo703,Two-Bedroom Apartment,11160,2335,yes,8.0,3,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/reimi-mondo703.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Kimi Ryokan,Twin Room,11500,2406,yes,8.3,1035,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/kimi-ryokan.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,japan house Ikebukuro 2,Double Room with Private Bathroom,11867,2483,yes,8.5,249,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-ikebukuro-2-toshima-city.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,"7-minute walk from Otsuka Station,Yamanote Line 3-person Shared garden",One-Bedroom Apartment,12273,2568,yes,9.2,8,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/7-minute-walk-from-otsuka-station.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,KOSUMOSU Ikebukuro Shinjuku Private House,Double Room,12727,2662,yes,8.4,146,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/kosumosu.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,HOTEL PAL Otsuka -Adult Only-,Economy Double Room (Check-in after 19:00),13455,2815,no,9.2,97,yes,yes,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/pal.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Ikebukuro Center# Ikebukuro 5min walk#池袋中心地带# 池袋车站步行5分#无限制wifi#306,,13770,2881,no,9.0,0,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-center-ikebukuro-5min-walk-chi-dai-zhong-xin-di-dai-chi-d-toshima-cit2.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Frame HIGASHI IKEBUKURO,Double or Twin Room,14193,2969,no,8.6,31,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/frame-higashiikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Home Story in Tokyo JR山手線大塚駅Otsuka &東京屋語,Late Escape Deal,14760,3088,no,9.0,6,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/tokyo-house-asakusa.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,ルチル池袋東京,Late Escape Deal,14780,3092,no,8.3,187,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/rutile-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,桜の川 池袋駅7分 2-4人丨7 minutes from Ikebukuro Station 2-4 people,Late Escape Deal,14988,3135,no,8.2,46,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-8min-modern-stay.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,ジェミニス池袋303,One-Bedroom Apartment,15300,3201,no,8.5,2,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/zieminisuchi-dai-303.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,今和Hotel,One-Bedroom Apartment,15455,3233,no,8.7,95,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/jin-he-dong-jing-du.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,ARM ikebukuro,One-Bedroom Apartment,15803,3306,no,8.2,45,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/arm-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,池袋徒歩圏 l Mizuken Home Three bedrooms For Family Team,Three-Bedroom Apartment,15818,3309,no,8.3,20,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/mizuken-home-three-bedrooms-for-family-team.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Ikebukuro Warmハウス306,One-Bedroom Apartment,15873,3321,no,8.9,17,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-warmhausu306.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,HOTEL MYSTAYS Higashi Ikebukuro,Superior Semi Double - Non-Smoking - House Keeping is Optional with Additional Cost,15909,3328,no,8.3,1699,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/flexstay-higashi-ikebukuro-inn.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Garden Otsuka 302,One-Bedroom Apartment,16233,3396,no,8.2,42,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/garden-otsuka-gadenda-zhong-hoteru.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Washington R&B Hotel Otsuka Eki Kitaguchi,Double Room with Small Double Bed - Non-Smoking,16364,3423,no,8.2,953,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/r-and-b-otsukaeki-kitaguchi.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,KOKO HOTEL Ikebukuro East,Standard Double Room - Non-Smoking,16364,3423,no,8.4,1366,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/wing-international-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,BUSHIDO Ikebukuro -Tokyo,One-Bedroom Apartment,16515,3455,no,8.9,7,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ri-ben-rasisawogan-zirugu-min-jia-yin-rejia-wodai-qie-ri.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Shiratori306 B036,New to Booking.com,16936,3543,no,8.3,3,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/b036po-wei-sanbai-niao-306a.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,KOKO HOTEL Ikebukuro,Small Double Room - Non-Smoking,17437,3648,no,8.6,1616,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/wing-international-select-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Ikebukuro center#池袋中心#高级阳光公寓车站步行5分#高速wifi1208,One-Bedroom Apartment,17618,3686,no,8.5,7,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-center-chi-dai-zhong-xin-gao-ji-yang-guang-gong-yu-che-zh-toshima-city.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,japan house Otsuka,One-Bedroom Apartment,17836,3731,no,9.0,141,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-otsuka.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,APA Hotel Yamanote Otsuka Ekimae Tower,Standard Double Room - Non-Smoking,18164,3800,no,8.5,8714,yes,yes,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/apa-yamanote-otsuka-eki-tower.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Reimi Mondo301,Suite,18182,3804,no,8.2,9,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/reimi-mondo-tokyo.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,R&B Hotel Otsuka Eki Kitaguchi - Vacation STAY 14227v,,18182,3804,no,10.0,0,yes,no,yes,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/r-b-otsuka-eki-kitaguchi-vacation-stay-14227v.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,"10min walk Ikebukuro Sta JR , 10min Shinjuku Sta, Wi-Fi, PocketWiFi",One-Bedroom Apartment,18612,3894,no,8.0,73,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-li-dao-qu.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Petit Bali Ikebukuro,Economy Double Room - Smoking,18655,3903,no,8.4,281,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/hoteruputeibarichi-dai-dian-dong-jing.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Swan Park Ikebukuro,One-Bedroom Apartment,18954,3965,no,8.2,33,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/suwanpakuchi-dai.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Laluna Higashiikebukuro,One-Bedroom Apartment,18962,3967,no,8.1,85,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/laluna-higashiikebukuro-dong-jing-du.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Super Hotel Ikebukuro-Eki Kitaguchi,Double Room with Small Double Bed,19246,4026,no,8.2,841,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/super-hotel-inn-ikebukuroeki-kitaguchi.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Maison Highway Ikebukuro,One-Bedroom Apartment,19753,4132,no,9.0,5,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/maison-highway-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,SUPER HOTEL Ikebukuro West Natural Hot Spring,Room Selected at Check-In,19949,4173,no,8.7,1349,no,no,yes,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/super-hotel-jr-ikebukuro-nishiguchi.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,"YFhouse池袋ikebukuro-Direct to Ginza, Tokyo Dome, and the Harry Potter Studio Tour Tokyo",Studio with Balcony,20000,4184,no,9.1,8,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/yfhousechi-dai-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,HOTEL APERTO (Adult Only),Check-in after 9pm - Standard Double Room,20127,4211,no,8.7,1297,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/aperto.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Ostay Ikebukuro Dairaku Hotel Apartment,One-Bedroom Apartment,20403,4268,no,8.9,29,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ostay-ikebukuro-dairaku-apartment-toshima-city1.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,tokyo Japandi apartment ikebukuro,Late Escape Deal,20538,4297,no,8.6,80,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/citorine-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,HOTEL VARKIN ANNEX,Standard Double Room,20791,4349,no,8.6,741,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/varkin-annex.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Exquisite business hotel Bella,Double Room with Private Bathroom,20933,4379,no,8.4,220,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/bella-toshima-city1.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Super Hotel Tokyo Otsuka,Double Room,21344,4465,no,8.8,750,no,no,yes,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/super-tokyo-otsuka.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Wellsquareism Ikebukuro East,One-Bedroom Apartment,21772,4555,no,8.7,41,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/well-square-ikebukuro-east.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,AM's 502 Movie 5 min to Ikebukuro 13 min to Shinjuku Station 19 min to Shibuya Station with coworking space,One-Bedroom Apartment,22091,4621,no,8.5,4,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/ams-502-movie-5-min-to-ikebukuro-13-min-to-shinjuku-station-19-min-to-shibuya-st.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Keio Presso Inn Ikebukuro,Double Room with Small Double Bed - Non-Smoking,22187,4642,no,8.5,1433,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/keio-presson-inn-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Ciel東池袋,New to Booking.com,22402,4686,no,8.5,16,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/cieldong-chi-dai.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,フクロウ庵101,Apartment,22429,4692,no,9.0,5,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/kopogang-qi-101.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Jr山手线大塚站步行2分钟 東南社3号,Two-Bedroom Apartment with Balcony,22745,4758,no,8.8,9,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/jrshan-shou-xian-da-zhong-zhan-bu-xing-2fen-zhong-dong-nan-she-3hao.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,"Luce Ikebukuro - Cozy APT Stay in Ikebukuro Tokyo, with Direct Access to Shinjuku & Shibuya",Late Escape Deal,23509,4918,no,8.1,68,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/lucechi-dai.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Shiratori303 B035,New to Booking.com,23579,4933,no,,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/b035po-wei-sanbai-niao-303a.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Y's INN Ikebukuro 013T,Villa,23677,4953,no,8.9,9,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/dong-chi-dai-jrda-zhong-yi-tu-bu-6fen-sansiyainsoba3dk-54mchi-dai-tu-bu-17fen-ji.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Super Hotel Premier Ikebukuro Natural Hot Spring,Room Selected at Check-In,23858,4991,no,8.8,1985,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/supahoterupremierchi-dai-tian-ran-wen-quan.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Cross Bridge Ikebukuro,Two-Bedroom Apartment,23888,4997,no,8.4,22,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/cross-bridge-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Centurion Hotel Ikebukuro Station,Standard Semi-Double Room - Non Smoking,23933,5007,no,8.1,1745,yes,yes,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/centurion-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Sakura Bella Ikebukuro,Double Room,25585,5352,no,8.1,606,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/bella.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,MSTAY池袋one,Three-Bedroom Villa,26161,5473,no,9.1,7,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/mstaychi-dai-one.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,COCOYO Hotel Otsuka,Economy Twin Room,26182,5477,no,8.6,440,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/cocoyo.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Ikebukuro 2Room D3,Two-Bedroom Apartment,26190,5479,no,8.7,7,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-2room-d3.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,OMO5 Tokyo Otsuka by Hoshino Resorts,YAGURA Room,26509,5546,no,8.8,1371,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/xing-ye-rizoto-omo5-da-zhong.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,BaliAn Resort Forest Ikebukuro,Comfort Double Room - Smoking,27098,5669,no,9.0,90,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/hoterubarianrizotohuoresutochi-dai-xi-kou-dian.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,别墅A棟 池袋商圈 大塚站7分钟 3个房间 交通便利 最大8人 Ikebukuro center 7 mins to ST Max 8P 直达新宿 涉谷 表参道 池袋 上野 代代木 银座 原宿,Three-Bedroom Villa,27818,5820,no,9.5,4,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/bie-shu-chi-dai-shang-quan-da-zhong-zhan-7fen-zhong-3ge-fang-jian-jiao-tong-bian.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,"2 Minutes Walk to Ikebukuro Station, Central Tokyo and Very Convenient",One-Bedroom Apartment,27982,5854,no,9.6,16,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/2-min-walk-to-ikebukuro-station.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,R&B Hotel Otsuka Eki Kitaguchi - Vacation STAY 40484v,Studio,28356,5932,no,8.3,113,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/r-b-otsuka-eki-kitaguchi-vacation-stay-40484v.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Nishi-Ikebukuro japanesestyle,,29091,6086,no,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/japanesestyle-dian-che-dexin-su-made6fen-qian-cao-made30fen.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,R&B Hotel Otsuka Eki Kitaguchi - Vacation STAY 14221v,Studio,29455,6162,no,8.2,18,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/r-b-otsuka-eki-kitaguchi-vacation-stay-14221v.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Tokyu Stay Ikebukuro,Moderate double Room - Non Smoking,29553,6182,no,8.7,1137,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/tokyu-stay-ikebukuro.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,池袋4丁目貸切一軒家最大七名,Three-Bedroom Apartment,30227,6323,no,9.1,6,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-walking-distance-family-villa-max-7-people-whole-rental-wi-fi.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Cosmy-2 IC53,One-Bedroom Apartment,30291,6337,no,8.1,8,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/cosmy-2-ic53.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Hotel Moana Otsuka (Adult Only),Quadruple Room,30909,6466,no,8.0,303,yes,yes,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/hoteru-moana-otsuka.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,新宿 涉谷 原宿可多线直达 有Wifi 山手线大站池袋车站一戸建,,31091,6504,no,10.0,0,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/xin-su-she-gu-yuan-su-ke-duo-xian-zhi-da-you-wifi-shan-shou-xian-da-zhan-chi-dai.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-06,Fri,2026-11-07,Y's INN Ikefukuro 109T,Villa,31371,6563,no,8.3,3,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-chi-dai-yi-madetu-bu-11fen-xin-su-shibui-gu-qian-cao-yin-zuo-qiu-xie-yua.html?checkin=2026-11-06&checkout=2026-11-07&group_adults=2&no_rooms=1&selected_currency=JPY
