night,dow,checkout,hotel,room,price_jpy,price_thb,under_cap_2800thb,review_score,review_count,free_cancellation,no_prepayment,breakfast_included,area,room_kind,source,url
2026-11-13,Fri,2026-11-14,COCOYO Hotel Otsuka,Economy Twin Room,29091,6086,no,8.6,440,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/cocoyo.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Cross Bridge Ikebukuro,Two-Bedroom Apartment,29491,6170,no,8.4,22,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/cross-bridge-ikebukuro.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Tokyu Stay Ikebukuro,Moderate double Room - Non Smoking,29553,6182,no,8.7,1137,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/tokyu-stay-ikebukuro.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Sakura Bella Ikebukuro,Double Room,29860,6247,no,8.1,606,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/bella.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,BaliAn Resort Forest Ikebukuro,Comfort Double Room - Smoking,30109,6299,no,9.0,90,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/hoterubarianrizotohuoresutochi-dai-xi-kou-dian.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,池袋4丁目貸切一軒家最大七名,Three-Bedroom Apartment,30227,6323,no,9.1,6,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-walking-distance-family-villa-max-7-people-whole-rental-wi-fi.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Rakuyitsu Group Ikebukuro Mizukien 3F 111Tc,Villa,30500,6381,no,8.8,15,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/rui-yue-yuan-3-zui-ji-yi-nochi-dai-yi-tu-bu-8fen-xin-su-made1yi-5fen-53m-mujizhi.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,"2 Minutes Walk to Ikebukuro Station, Central Tokyo and Very Convenient",One-Bedroom Apartment,31091,6504,no,9.6,16,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/2-min-walk-to-ikebukuro-station.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,新宿 涉谷 原宿可多线直达 有Wifi 山手线大站池袋车站一戸建,,31091,6504,no,10.0,0,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/xin-su-she-gu-yuan-su-ke-duo-xian-zhi-da-you-wifi-shan-shou-xian-da-zhan-chi-dai.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,MSTAY池袋one,Three-Bedroom Villa,31471,6584,no,9.1,7,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/mstaychi-dai-one.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,悠悠之家 池袋商业区 7分钟步行到池袋车站 3层独栋别墅 全新 3房2厅厨卫齐全 免费车库 奈飞影院,Three-Bedroom Villa,31818,6656,no,9.5,2,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/you-you-zhi-jia-chi-dai-shang-ye-qu-7fen-zhong-bu-xing-dao-chi-dai-che-zhan-3cen.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Cosmy-2 IC53,One-Bedroom Apartment,32219,6740,no,8.1,8,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/cosmy-2-ic53.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,SLEEPLAB THE STAY 池袋 -Ikebukuro-,One-Bedroom Family Apartment,32318,6761,no,8.1,12,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/sleeplab-the-stay-chi-dai-ikebukuro.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Sunshine City Prince Hotel Ikebukuro Tokyo,Semi Double Room - Non-Smoking 26-32nd Floor,32526,6804,no,8.5,3151,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/sunshine-city-prince.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,New open ikebukuro Fangfun3,,32727,6846,no,8.0,0,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/new-open-ikebukuro-fangfun3.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Oasis IKEBUKURO,Late Escape Deal,33840,7079,no,8.0,2,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/oasis-ikebukuro.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Dormy Inn Ikebukuro - Natural Hot Spring,Late Escape Deal,34455,7208,no,8.7,1808,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/domiinchi-dai.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Y's INN Ikefukuro 109T,Villa,34856,7292,no,8.3,3,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-chi-dai-yi-madetu-bu-11fen-xin-su-shibui-gu-qian-cao-yin-zuo-qiu-xie-yua.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Yume No Yado Irodori 127t,Villa,35648,7458,no,,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/127t-meng-nosu-cai-ri-3ldkyi-xuan-jia-dai-qie-chi-dai-yi-tu-bu-10fen-siyotupingu.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,桜の川65 池袋駅C6口 8分 2-10人丨Ikebukuro JR Line C6 Exit 8 minutes 2-10 people,Late Escape Deal,36655,7668,no,9.5,27,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ying-nochuan-65-ikebukuro-area.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,池袋站步行3分钟 团体6-10人入住,Studio Apartment,36920,7724,no,9.3,22,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/dong-jing-xing-yun-lu-guan-li-dao-qu-nan-chi-dai-2ding-mu-24fan-3hao.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Ikebukuro 3-Chome Stay,,38250,8002,no,10.0,0,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-3ding-mu-stay.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,"9-min walk to Ikebukuro Station, 1-min walk to Kanamecho Station Max 8 guests 70 sqm Free parking Direct access to Shinjuku, Shibuya, Ueno",Two-Bedroom Apartment,42751,8944,no,8.8,6,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/9-min-walk-to-ikebukuro-station-1-min-walk-to-kanamecho-station-max-8-guests-70.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Hotel Metropolitan Tokyo Ikebukuro,Superior Queen Room - Non-Smoking,48431,10132,no,8.8,3049,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/metropolitan-tokyo.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Hotel Bellclassic Tokyo,Comfort Single Room - Non-Smoking,54545,11411,no,8.9,43,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/bellclassic.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,hotel hisoca ikebukuro,King Room,59564,12461,no,9.3,327,yes,yes,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/hisoca.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,MIMARU Tokyo Ikebukuro,Late Escape Deal,65455,13693,no,9.1,1045,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/mimarudong-jing-chi-dai.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Ikebukuro 3 Chome,Villa,67813,14186,no,9.5,2,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-3-chome.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Corpo Okazaki - Vacation STAY 20516,,72119,15087,no,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/corpo-okazaki-vacation-stay-20516.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,Felizstay Ikebukuro,New to Booking.com,79662,16665,no,,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/felizstay-ikebukuro.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-13,Fri,2026-11-14,8路線使用可能！アクセス抜群/池袋駅より徒歩5分/最大11名/Wi-Fi完備/まるごと3LDK,Three-Bedroom Apartment,207629,43436,no,8.6,39,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/8lu-xian-shi-yong-ke-neng-akusesuba-qun-chi-dai-yi-yoritu-bu-5fen-zui-da-11ming.html?checkin=2026-11-13&checkout=2026-11-14&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,アイリスコート,One-Bedroom Apartment,10163,2126,yes,9.3,17,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/airisukoto101hao-shi.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Business Hotel Kankokukan - Vacation STAY 45862v,Apartment,10652,2228,yes,8.0,12,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/business-kankokukan-vacation-stay-45862v.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Kimi Ryokan,Twin Room,11500,2406,yes,8.3,1035,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/kimi-ryokan.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,"BRT201 Yamanote Line, Easy to Shinjuku & Shibuya",,12231,2559,yes,9.0,0,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/brt201-ikebukuro-station-double-apartment-201-yamanote-line-direct-access-to-shi.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,"7-minute walk from Otsuka Station,Yamanote Line 3-person Shared garden",Double Room,12727,2662,yes,9.2,8,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/7-minute-walk-from-otsuka-station.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Ikebukuro Center# Ikebukuro 5min walk#池袋中心地带# 池袋车站步行5分#无限制wifi#306,,13770,2881,no,9.0,0,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-center-ikebukuro-5min-walk-chi-dai-zhong-xin-di-dai-chi-d-toshima-cit2.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Frame HIGASHI IKEBUKURO,Double or Twin Room,14193,2969,no,8.6,31,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/frame-higashiikebukuro.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,KOSUMOSU Ikebukuro Shinjuku Private House,Double Room,14545,3043,no,8.4,146,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/kosumosu.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,桜の川 池袋駅7分 2-4人丨7 minutes from Ikebukuro Station 2-4 people,Late Escape Deal,14988,3135,no,8.2,46,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-8min-modern-stay.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,ジェミニス池袋303,One-Bedroom Apartment,15300,3201,no,8.5,2,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/zieminisuchi-dai-303.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Ikebukuro Area 2F5 NishiikeApartment,,15455,3233,no,10.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-area-2f5-nishiikeapartment.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Ikebukuro Warmハウス306,One-Bedroom Apartment,15873,3321,no,8.9,17,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-warmhausu306.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,nestay miriz tokyo ikebukuro,Late Escape Deal,16044,3356,no,8.4,179,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/nestay-miriz-tokyo-ikebukuro.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,japan house Otsuka,One-Bedroom Apartment,16200,3389,no,9.0,141,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-otsuka.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,"Luce Ikebukuro - Cozy APT Stay in Ikebukuro Tokyo, with Direct Access to Shinjuku & Shibuya",Late Escape Deal,17000,3556,no,8.1,68,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/lucechi-dai.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,今和Hotel,One-Bedroom Apartment,17182,3594,no,8.7,95,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/jin-he-dong-jing-du.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,池袋Apila,Family Room with Private Bathroom,17186,3595,no,9.2,116,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-apila.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Ikebukuro center#池袋中心#高级阳光公寓车站步行5分#高速wifi1208,One-Bedroom Apartment,17618,3686,no,8.5,7,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-center-chi-dai-zhong-xin-gao-ji-yang-guang-gong-yu-che-zh-toshima-city.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,タスキスマート池袋一号館Tasuki Smart Ikebukuro1,Family Room with Bath,17869,3738,no,8.7,186,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-ikebukuro-1.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Home Story in Tokyo JR山手線大塚駅Otsuka &東京屋語,Late Escape Deal,18636,3899,no,9.0,6,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/tokyo-house-asakusa.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Shiratori306 B036,New to Booking.com,18731,3919,no,8.3,3,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/b036po-wei-sanbai-niao-306a.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Swan Park Ikebukuro,One-Bedroom Apartment,18954,3965,no,8.2,33,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/suwanpakuchi-dai.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,"10min walk Ikebukuro Sta JR , 10min Shinjuku Sta, Wi-Fi, PocketWiFi",Economy Double Room,19227,4022,no,8.0,73,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-li-dao-qu.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,HOTEL VARKIN Ikebukuro Nishiguchi,Economy Double Room,19882,4159,no,8.3,780,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/varkin-chi-dai-xi-kou.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,ARstay IKEBUKURO TOKYO,,20252,4237,no,8.0,0,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/arstay-ikebukuro-li-dao-qu.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Ostay Ikebukuro Dairaku Hotel Apartment,One-Bedroom Apartment,21383,4473,no,8.9,29,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ostay-ikebukuro-dairaku-apartment-toshima-city1.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,池袋徒歩圏 l Mizuken Home Three bedrooms For Family Team,Three-Bedroom Apartment,21545,4507,no,8.3,20,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/mizuken-home-three-bedrooms-for-family-team.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,ルチル池袋東京,Late Escape Deal,21978,4598,no,8.3,187,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/rutile-ikebukuro.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,"YFhouse池袋ikebukuro-Direct to Ginza, Tokyo Dome, and the Harry Potter Studio Tour Tokyo",One-Bedroom Apartment with Balcony,22500,4707,no,9.1,8,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/yfhousechi-dai-ikebukuro.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,"8Minutes Walk to IkebukuroStation, CentralTokyo and VeryConvenient Max5People",One-Bedroom Apartment,22533,4714,no,8.0,2,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-forest-room.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,桜の川70-36池袋駅8分钟 1DK套房 max5人房 宽敞安静 ikeburuko,Late Escape Deal,22909,4793,no,9.0,33,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/chi-dai-yi-8fen-zhong-1dktao-fang-4ren-fang-kuan-chang-an-jing-ikeburuko.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Exquisite business hotel Bella,Double Room with Private Bathroom,23040,4820,no,8.4,220,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/bella-toshima-city1.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,BUSHIDO Ikebukuro -Tokyo,One-Bedroom Apartment,23222,4858,no,8.9,7,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ri-ben-rasisawogan-zirugu-min-jia-yin-rejia-wodai-qie-ri.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,HOTEL APERTO (Adult Only),Check-in after 9pm - Standard Double Room,23236,4861,no,8.7,1297,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/aperto.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,KOKO HOTEL Ikebukuro,Small Double Room - Non-Smoking,23249,4864,no,8.6,1616,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/wing-international-select-ikebukuro.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,KOKO HOTEL Ikebukuro East,Standard Double Room - Non-Smoking,23564,4930,no,8.4,1366,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/wing-international-ikebukuro.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,フクロウ庵101,Apartment,24642,5155,no,9.0,5,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/kopogang-qi-101.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,japan house Ikebukuro 2,Duplex Studio,24786,5185,no,8.5,249,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/japan-house-ikebukuro-2-toshima-city.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,SUPER HOTEL Ikebukuro West Natural Hot Spring,Room Selected at Check-In,25170,5266,no,8.7,1349,no,no,yes,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/super-hotel-jr-ikebukuro-nishiguchi.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,HOTEL VARKIN ANNEX,Standard Double Room,25831,5404,no,8.6,741,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/varkin-annex.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,COCOYO Hotel Otsuka,Economy Twin Room,26182,5477,no,8.6,440,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/cocoyo.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Ikebukuro 2Room D3,Two-Bedroom Apartment,26190,5479,no,8.7,7,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/ikebukuro-2room-d3.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,HOTEL MYSTAYS Higashi Ikebukuro,Superior Semi Double - Non-Smoking - House Keeping is Optional with Additional Cost,26736,5593,no,8.3,1699,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/flexstay-higashi-ikebukuro-inn.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Petit Bali Ikebukuro,Economy Double Room - Smoking,26836,5614,no,8.4,281,yes,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/hoteruputeibarichi-dai-dian-dong-jing.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,Jr山手线大塚站步行1分钟地处商店街的无敌便利,Two-Bedroom Apartment,27655,5785,no,8.2,18,no,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/jrshan-shou-xian-da-zhong-zhan-bu-xing-1fen-zhong-di-chu-shang-dian-jie-de-wu-di.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,别墅A棟 池袋商圈 大塚站7分钟 3个房间 交通便利 最大8人 Ikebukuro center 7 mins to ST Max 8P 直达新宿 涉谷 表参道 池袋 上野 代代木 银座 原宿,Three-Bedroom Villa,27818,5820,no,9.5,4,yes,no,no,nearby-station,private-room,Booking.com,https://www.booking.com/hotel/jp/bie-shu-chi-dai-shang-quan-da-zhong-zhan-7fen-zhong-3ge-fang-jian-jiao-tong-bian.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
2026-11-14,Sat,2026-11-15,"2 Minutes Walk to Ikebukuro Station, Central Tokyo and Very Convenient",One-Bedroom Apartment,27982,5854,no,9.6,16,no,no,no,Ikebukuro,private-room,Booking.com,https://www.booking.com/hotel/jp/2-min-walk-to-ikebukuro-station.html?checkin=2026-11-14&checkout=2026-11-15&group_adults=2&no_rooms=1&selected_currency=JPY
